subject_id	event_id	text	start_time	end_time	duration	topic	category	n_sentences	source_file	source_granularity	rating_source	emotional_intensity	joy	sadness	fear	anger	disgust	surprise	anxiety	vision	audition	olfaction	gustation	somatosensation	interoception
sub-051	1	Uh, I'm noticing that I'm a lot more calm this time as compared to last time.	2.23	10.06	7.83	think aloud experiment	1	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	2	Um, I was really nervous the last time.	10.85	14.53	3.6799999999999997	think aloud experiment	2	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	-3.0	1.0	1.0	3.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	3	Uh, the whole feeling of going inside the scanner being similar to lying at the upper part of a train, it's still the same, which is funny.	15.33	28.08000000000001	12.750000000000009	think aloud experiment	1	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	4	Um, I'm thinking about what I had for breakfast this morning. It was rajma and roti with chai. Um, I also talked to my mom on video call while having breakfast, which was nice.	29.05	51.13	22.080000000000002	breakfast	2	3	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	0.6666666666666666	2.3333333333333335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
sub-051	5	Uh, this reminds me that my cat, Murphy, usually takes up most of the screen time during video calls.	52.5	62.53	10.030000000000001	cat murphy	4	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-051	6	I just love showing everyone her shenanigans. [chuckle]	65.02	69.72999999999999	4.709999999999994	cat murphy	3	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	7	I also have to pack later tonight to go to Street College tomorrow morning.	72.47	81.07	8.599999999999994	packing	5	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	8	From there, I'll be working remotely for the next one week or so. That reminds me of a lot of work in which needs to be done. The next week, oh, I have to prepare behavioral tests. I have to prepare a website for piloting stimuli. This reminds me of next semester what I'll be doing. I, I'm excited about TA for cognitive psychology course.	82.78	121.55	38.769999999999996	schoolwork	5	6	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	0.3333333333333333	2.3333333333333335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	9	Uh, the topics are quite interesting and I have taken the course before, uh, but I have no idea of what TA-ing the course would look like so,	123.33	138.6	15.269999999999996	schoolwork	3	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-051	10	yeah, looking forward to that.	138.67	140.15	1.4800000000000182	schoolwork	5	1	data/transcripts_and_timestamps/sentence_level/sub-051_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
