subject_id	event_id	text	start_time	end_time	duration	topic	category	n_sentences	source_file	source_granularity	rating_source	emotional_intensity	joy	sadness	fear	anger	disgust	surprise	anxiety	vision	audition	olfaction	gustation	somatosensation	interoception
sub-043	1	I went running right before I came in to get my scan done, down by the water in Fells. I was running on red brick. The brick is always so red. I ran further than I normally do. I've been running two or two and a half miles, but today I ran almost four, which is good. But I had to walk a lot of the time.	5.100000000000001	28.84	23.74	running	2	6	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.5	1.8333333333333333	1.0	1.0	1.0	1.0	1.0	1.3333333333333333	1.8333333333333333	1.0	1.0	1.0	1.0	1.0
sub-043	2	I need to run more often so that I can walk less	30.64	32.89	2.25	need to run more	3	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	3	Going swimming tomorrow with Fang, that'll be fun, I hope I'm not too tired.	35.03	40.12	5.089999999999996	swimming	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0
sub-043	4	I have a long day tomorrow, the interview is supposed to last from 8:00 to 3:00.	40.87	45.89	5.020000000000003	interview	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	5	Maybe I'll take a nap afterwards, since we're not going swimming until much later.	47.86	51.98	4.119999999999997	napping	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	6	Fang wants to lift before too, but he told me that he was tired. His muscles were sore from lifting earlier in the week. I wonder if I'll do arms or legs. Arms maybe. I don't wanna be sore in my legs.	53.52	68.61	15.089999999999996	lifting	5	5	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-0.2	1.0	1.0	1.0	1.0	1.0	1.0	1.4	1.0	1.0	1.0	1.0	1.0	1.4
sub-043	7	This weekend should be fun. I don't know what we're gonna do. Fang said he would find something for us to do.	70.35	76.49	6.140000000000001	weekend plans	5	3	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	8	He always plan such interesting dates.	78.38	80.39	2.010000000000005	fang	4	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	9	Maybe I'll meet up with my friend Albert. We're overdue to meet up. We were supposed to meet up last week, but then we couldn't.	82.53	88.87	6.340000000000003	albert	5	3	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.3333333333333333	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	10	I saw the parade in Hamden last weekend, that was nice. I really liked the dancers, the the cultural dancers. Fang knew what all the flags were in the parade. I knew Mexico, and that was about it. Think I called it Spain. We got hot chocolate during the parade. That was really good. We were gonna make our own, but then we ended up buying it. Zara was there. He did a good job taking care of her, although I'm upset that she was sick while he was there.	90.69	126.38	35.69	parade	2	10	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.7	1.8	1.1	1.0	1.0	1.0	1.0	1.1	1.3	1.0	1.0	1.3	1.0	1.0
sub-043	11	She's better now though. She was sleeping under my heavy comforter when I left, I hope she can breathe, it gets so hot under there.	128.46	138.75	10.289999999999992	zara	2	2	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-0.5	1.5	1.5	2.0	1.0	1.0	1.0	2.0	1.5	1.0	1.0	1.0	2.5	1.0
sub-043	12	I'm anxious that one day I'll come back to my house and find her suffocated under the blanket. I think that's unlikely to happen though.	140.58	149.87	9.289999999999992	suffocated	6	2	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-1.5	1.5	2.0	3.0	1.0	1.0	1.0	2.5	2.0	1.0	1.0	1.0	1.5	1.0
sub-043	13	She's just taking a cat nap. I hope she eats her breakfast, it was only half gone when I left.	150.97	157.78	6.810000000000002	zara	2	2	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.0	1.5	1.5	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	14	I should have had more for breakfast. I had some eggs after I came back from my run, but I don't think it was enough. I cooked them in butter. I should have cooked them in veggie oil or olive oil. That would've been healthier.	159.33	174.42	15.089999999999975	breakfast	2	5	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-0.8	1.0	1.4	1.0	1.0	1.0	1.0	1.4	1.0	1.0	1.0	1.0	1.0	1.4
sub-043	15	I need to get some protein powder.	176.32	177.68	1.3600000000000136	protein powder	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	16	I usually have protein shakes after I run, but I'm out I've been out for a couple weeks now.	178.76	185.48	6.719999999999999	protein powder	3	2	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-0.5	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	17	The protein powder is cheapest at the Walmart in Catonsville, but it's such a long drive to get out there, I don't go very often.	187.41	194.52	7.110000000000014	walmart	4	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	18	I think I'm just gonna bite the bullet and go to Target and get some, it would be more expensive but I like going to Target.	196.28	202.11	5.8300000000000125	target	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	19	I don't have too much money to waste on things I don't need at Target though, I need to remember to use my coupon, and not get distracted by the candle oil.	204.45	215.61	11.160000000000025	target	3	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	20	I have a long day ahead of me today.	218.59	220.12	1.5300000000000011	schedule	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	21	I'm not looking forward to my ____ meeting.	221.18	224.95	3.769999999999982	meeting	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-2.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	22	At least I can only stay an hour, then I have to go to that other Zoom with the residents.	226.36	230.93	4.569999999999993	zoom with residents	5	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-043	23	They seem like they're all really outgoing and I'm not very outgoing.	232.28	235.12	2.8400000000000034	zoom with residents	4	1	data/transcripts_and_timestamps/sentence_level/sub-043_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
