subject_id	event_id	text	start_time	end_time	duration	topic	category	n_sentences	source_file	source_granularity	rating_source	emotional_intensity	joy	sadness	fear	anger	disgust	surprise	anxiety	vision	audition	olfaction	gustation	somatosensation	interoception
sub-117	1	I can't believe Alexis sold her plant on her Facebook group. Slipped a profit which was good.	2.560000000000002	13.19	10.629999999999997	selling	4	2	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	0.0	2.5	1.5	1.0	1.5	1.0	2.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	2	I need to sell a couple of mine.	13.64	15.42	1.7799999999999994	selling	3	1	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	3	But that's going to have to wait because I really have to clean my fireplace. It's a mess. But we'll see.	18.48	26.58	8.099999999999998	cleaning	4	3	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	-0.3333333333333333	1.0	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	4	I probably should dust it first because there's a bunch of dirt up there that locally you can't see. But I know it's there and it bothers me. And then after that I should probably clean the kitchen.	27.52	39.44	11.919999999999998	cleaning	5	3	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	-0.3333333333333333	1.3333333333333333	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	1.3333333333333333	1.3333333333333333	1.0	1.0	1.0	1.0	1.0
sub-117	5	I have so many dishes.	39.44	40.66	1.2199999999999989	cleaning	4	1	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	6	But I did just get new ones from Ikea so that's probably a good thing. I replaced the missing one from the set that I had originally.	41.96	51.8	9.839999999999996	ikea	2	2	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	0.5	1.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	7	But Ikea's far. I wish it was closer. It's probably a good thing that it's not closer. Because then I'd have spent way too much money there but that's okay. I did get the side table for my couch though that we were talking about. Which was really helpful because now I can sit on my couch and have tea and not have to put it on the floor or bring in a new chair so I can work on my couch, or watch a movie on my couch and have my tea and stuff like that at the same time.	53.84	84.5	30.659999999999997	ikea	4	6	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	0.5	1.5	1.1666666666666667	1.0	1.3333333333333333	1.0	1.0	1.1666666666666667	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	8	I only had one cup though this morning which usually I have more.	86.32000000000001	90.44	4.11999999999999	tea	2	1	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	9	So, maybe I'll have more when I get home.	90.86	92.84	1.980000000000004	tea	5	1	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-117	10	But I think, I don't know, the weather's been nice. It's nice and rainy. I like the rain. I wish it was a little bit warmer or at least on the days that it was warm. I wish the sun would come out so I could actually enjoy it. Which is like, yesterday it was sunny, or it was warm, but it was raining. And then the days that it's sunny it's cold. So, it's like you can't have both. We didn't get much snow this year though, which was a bummer. I miss the snow. Like back home in California we were getting more rain and snow than we are here which is insane. I miss home.	95.06	137.9	42.84	weather	4	12	data/transcripts_and_timestamps/sentence_level/sub-117_transcripts.xlsx	thought	gpt_generated	-0.4166666666666667	1.6666666666666667	1.5833333333333333	1.0	1.1666666666666667	1.0	1.0	1.25	1.3333333333333333	1.0	1.0	1.0	1.25	1.0
