subject_id	event_id	text	start_time	end_time	duration	topic	category	n_sentences	source_file	source_granularity	rating_source	emotional_intensity	joy	sadness	fear	anger	disgust	surprise	anxiety	vision	audition	olfaction	gustation	somatosensation	interoception
sub-120	1	The spinning is really loud. I hope I'm talking loud enough that the microphone can pick it up. The microphone is like right against my nose. This evening is very loud and repetitive and annoying, but it's okay. I'm kind of tuning it out now. And the cross is in front of me, and it's white, and it's got a little gray halo around it because I guess of psychology or whatever.	1.51	29.45	27.939999999999998	mri scanning	1	6	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	-0.5	1.1666666666666667	1.0	1.0	1.3333333333333333	1.0	1.0	1.6666666666666667	1.3333333333333333	2.3333333333333335	1.0	1.0	1.0	1.0
sub-120	2	I wonder what I'm going to be eating for lunch and dinner today. I should probably eat at home so I can save money	29.89	36.59	6.700000000000003	dinner	5	2	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	0.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	3	because my mom says that I've been spending too much money.	36.97	39.25	2.280000000000001	dinner	2	1	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	4	I'm going to be making a paycheck soon, which would be great because I need money on my own, and not be dependent upon my parents.	39.83	49.13	9.300000000000004	paycheck	3	1	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	5	And I guess I'm a little bit worried about whether or not my head is moving around too much, because I feel like whenever I talk, my head does move around a little bit. I'm trying to hold it steady, but is that just making it move more?	51.23	63.39	12.160000000000004	mri scanning	1	2	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	6	I guess this is the whole zen Buddhist principle of if you try to fix things, you're just going to muck them up and make them worse.	66.93	73.95	7.019999999999996	religion	4	1	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	7	It's funny to think that someone is going to be listening to this later. It's very interesting what's going on here.	75.21000000000001	87.39	12.179999999999993	current study	1	2	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	8	This is my first MRI study and my first time being in an MRI. It's very strange and it's kind of like what I thought it would be, but also very different and very interesting for sure. I wonder if I'll ever be in an MRI again and if it'll be a similar experience. I wonder whether this is a 7T or 3T or 1.5T MRI. I guess it's a functional MRI, so I'm not really sure what the strength of functional MRI is. I'm really looking forward to getting a picture of my brain, seeing if I have a brain tumor, lol, but I don't think that I have a brain tumor.	87.95	131.02	43.07000000000001	mri scanning	1	6	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	0.5	1.6666666666666667	1.1666666666666667	1.1666666666666667	1.0	1.0	1.1666666666666667	1.5	1.1666666666666667	1.0	1.0	1.0	1.0	1.0
sub-120	9	I have no symptoms of a brain tumor.	131.02	133.51	2.4899999999999807	mri scanning	3	1	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-120	10	I kind of wonder what people are investigating, and I hope that I will be able to figure that out later. I was going to ask for the name of the study so I can look it up later and see what the results were, because I think it would be really interesting to see what the results were. It's a very interesting study design, and I really have no clue what they are investigating based on the study design. I guess there could be a number of things, and maybe I really shouldn't be trying to figure that out, but it's interesting.	135.65	167.77	32.120000000000005	current study	5	4	data/transcripts_and_timestamps/sentence_level/sub-120_transcripts.xlsx	thought	gpt_generated	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
