subject_id	event_id	text	start_time	end_time	duration	topic	category	n_sentences	source_file	source_granularity	rating_source	emotional_intensity	joy	sadness	fear	anger	disgust	surprise	anxiety	vision	audition	olfaction	gustation	somatosensation	interoception
sub-110	1	What do I do when I get out of here? What am I going to eat?	12.89	15.89	3.0	future meals	5	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	-0.5	1.0	1.0	1.5	1.0	1.0	1.0	2.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	2	What's that sound? Was that a mountain?	19.11	23.25	4.140000000000001	sound	1	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.5	1.0	1.0	2.5	1.5	1.5	2.5	1.0	1.0	1.0	1.0
sub-110	3	Purple, yellow, red.	25.34999999999999	27.93	2.580000000000009	colors	4	1	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-110	4	Pants, clothes. What am I going to wear for tomorrow? How is the weather for tomorrow going to be? How will I feel tomorrow? Will it be a long day?	32.93	55.87	22.939999999999998	plans for tomorrow	5	5	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	-0.2	1.0	1.0	1.2	1.0	1.0	1.0	1.8	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	5	What will I eat? Will I eat breakfast? Will I eat lunch?	61.13000000000001	68.95	7.819999999999993	future meals	5	3	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	6	What will I wear? Will it be busy?	73.79	81.95	8.159999999999997	plans for tomorrow	5	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	-0.5	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	7	Black cats, a dog. A dog.	91.01	99.19	8.179999999999993	animals	4	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-110	8	What are my plans for later this week? What am I supposed to be doing on Thursday?	100.23	111.99	11.759999999999991	plans for week	5	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	9	I hope that my score is stable, and I hope no one beats my score.	119.27	128.45	9.179999999999993	game score	4	1	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	1.0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	10	When is the Sonic movie coming out? What new characters will be in the movie?	140.43	148.35	7.9199999999999875	sonic movie	4	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	11	What music will I listen to? What new music will be coming out this week?	152.93	159.67	6.739999999999981	new music	4	2	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0
sub-110	12	What will the new season of Narcos be like?	174.89	185.37	10.480000000000018	narcos new season	4	1	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-110	13	It feels like spring. It's kind of cold in here. And now I'm not sure what is happening.	207.09	242.99	35.900000000000006	current temperature	1	3	data/transcripts_and_timestamps/sentence_level/sub-110_transcripts.xlsx	thought	gpt_generated	-0.3333333333333333	1.6666666666666667	1.0	1.3333333333333333	1.0	1.0	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.0	1.0	1.0	1.6666666666666667	1.0
